Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Role played by Owner or Manager in Facility,Owner Type,Owner Name,Ownership Percentage,Association Date,Location,Processing Date
415009,KENT REGENCY CENTER,660 COMMONWEALTH AVENUE,WARWICK,RI,02886,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,"SENIOR CARE HOLDINGS, LLC",NO PERCENTAGE PROVIDED,since 04/01/2011,"660 COMMONWEALTH AVENUE WARWICK, RI 02886 (41.701592, -71.479562)",10/01/2018
415052,CHARLESGATE NURSING CENTER,100 RANDALL STREET,PROVIDENCE,RI,02904,DIRECTOR,Individual,"DAVENPORT, PAUL",NOT APPLICABLE,since 08/18/2004,"100 RANDALL STREET PROVIDENCE, RI 02904 (41.838228, -71.409659)",10/01/2018
415056,EVERGREEN HOUSE HEALTH CENTER,1 EVERGREEN DRIVE,EAST PROVIDENCE,RI,02914,OFFICER,Individual,"HUNTER, BEECHER",NOT APPLICABLE,since 08/16/2006,"1 EVERGREEN DRIVE EAST PROVIDENCE, RI 02914 (41.807101, -71.34483)",10/01/2018
415032,CEDAR CREST NURSING CENTRE INC,125 SCITUATE AVENUE,CRANSTON,RI,02920,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"WHIPPLE, THOMAS",NO PERCENTAGE PROVIDED,since 03/29/1991,"125 SCITUATE AVENUE CRANSTON, RI 02920 (41.778839, -71.479833)",10/01/2018
415050,SAINT ELIZABETH MANOR EAST BAY,1 DAWN HILL,BRISTOL,RI,02809,OPERATIONAL/MANAGERIAL CONTROL,Organization,SAINT ELIZABETH MANOR EAST BAY,NOT APPLICABLE,since 05/13/2003,"1 DAWN HILL BRISTOL, RI 02809 (41.689081, -71.264478)",10/01/2018
415020,GRANDVIEW CENTER,100 CHAMBERS STREET,CUMBERLAND,RI,02864,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,GENESIS RI HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 04/01/2011,"100 CHAMBERS STREET CUMBERLAND, RI 02864 (41.906946, -71.396704)",10/01/2018
415052,CHARLESGATE NURSING CENTER,100 RANDALL STREET,PROVIDENCE,RI,02904,PARTNERSHIP INTEREST,Individual,"DAVENPORT, PAUL",NOT APPLICABLE,since 08/18/2004,"100 RANDALL STREET PROVIDENCE, RI 02904 (41.838228, -71.409659)",10/01/2018
415068,WARREN SKILLED NURSING AND REHABILITATION,642 METACOM AVENUE,WARREN,RI,02885,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,FC-GEN OPERATIONS INVESTMENT LLC,NO PERCENTAGE PROVIDED,since 01/01/2012,"642 METACOM AVENUE WARREN, RI 02885 (41.715811, -71.26814)",10/01/2018
415068,WARREN SKILLED NURSING AND REHABILITATION,642 METACOM AVENUE,WARREN,RI,02885,OFFICER,Individual,"LANE, LAURENCE",NOT APPLICABLE,since 12/01/2012,"642 METACOM AVENUE WARREN, RI 02885 (41.715811, -71.26814)",10/01/2018
415009,KENT REGENCY CENTER,660 COMMONWEALTH AVENUE,WARWICK,RI,02886,OFFICER,Individual,"BERG, MICHAEL",NOT APPLICABLE,since 12/01/2012,"660 COMMONWEALTH AVENUE WARWICK, RI 02886 (41.701592, -71.479562)",10/01/2018
415034,GRAND ISLANDER CENTER,333 GREEN END AVENUE,MIDDLETOWN,RI,02842,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,"SENIOR CARE HOLDINGS, LLC",NO PERCENTAGE PROVIDED,since 04/01/2011,"333 GREEN END AVENUE MIDDLETOWN, RI 02842 (41.506576, -71.28664)",10/01/2018
415034,GRAND ISLANDER CENTER,333 GREEN END AVENUE,MIDDLETOWN,RI,02842,MANAGING EMPLOYEE,Individual,"NORMAN, KATHERINE",NOT APPLICABLE,since 03/02/2015,"333 GREEN END AVENUE MIDDLETOWN, RI 02842 (41.506576, -71.28664)",10/01/2018
415074,VILLAGE HOUSE CONVALESCENT HOME INC,70 HARRISON AVENUE,NEWPORT,RI,02840,OPERATIONAL/MANAGERIAL CONTROL,Organization,HEALTH CONCEPTS LTD,NOT APPLICABLE,since 05/02/1983,"70 HARRISON AVENUE NEWPORT, RI 02840 (41.471447, -71.322583)",10/01/2018
415020,GRANDVIEW CENTER,100 CHAMBERS STREET,CUMBERLAND,RI,02864,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,GENESIS HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 02/02/2015,"100 CHAMBERS STREET CUMBERLAND, RI 02864 (41.906946, -71.396704)",10/01/2018
415071,SOUTH COUNTY NURSING AND REHABILITATION CENTER,740 OAK HILL ROAD,NORTH KINGSTOWN,RI,02852,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"GEN OPERATIONS I, LLC",NO PERCENTAGE PROVIDED,since 12/06/2015,"740 OAK HILL ROAD NORTH KINGSTOWN, RI 02852 (41.560762, -71.488019)",10/01/2018
415042,WATERVIEW VILLA REHABILITATION AND HEALTH CARE CEN,1275 SOUTH BROADWAY,EAST PROVIDENCE,RI,02914,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"CURTIS, DIANE",NO PERCENTAGE PROVIDED,since 09/01/2011,"1275 SOUTH BROADWAY EAST PROVIDENCE, RI 02914 (41.806739, -71.372727)",10/01/2018
415070,"CRESTWOOD NURSING & REHABILIATION CENTER, INC",568 CHILD STREET,WARREN,RI,02885,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"MINASSIAN, GARY",24%,since 11/01/1979,"568 CHILD STREET WARREN, RI 02885 (41.731939, -71.255126)",10/01/2018
415053,CHERRY HILL MANOR,2 CHERRY HILL ROAD,JOHNSTON,RI,02919,OFFICER,Individual,"PRESTON, FORREST",NOT APPLICABLE,since 01/06/1976,"2 CHERRY HILL ROAD JOHNSTON, RI 02919 (41.836815, -71.482069)",10/01/2018
415034,GRAND ISLANDER CENTER,333 GREEN END AVENUE,MIDDLETOWN,RI,02842,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"SUN HEALTHCARE GROUP, INC.",NO PERCENTAGE PROVIDED,since 02/02/2015,"333 GREEN END AVENUE MIDDLETOWN, RI 02842 (41.506576, -71.28664)",10/01/2018
415063,SCALABRINI VILLA,860 NORTH QUIDESSET ROAD,NORTH KINGSTOWN,RI,02852,DIRECTOR,Individual,"POLO, PETER",NOT APPLICABLE,since 07/01/2014,"860 NORTH QUIDESSET ROAD NORTH KINGSTOWN, RI 02852 (41.639968, -71.42324)",10/01/2018
415027,OAK HILL HEALTH & REHABILITATION CENTER,544 PLEASANT STREET,PAWTUCKET,RI,02860,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"ROZENBERG, KENNETH",5%,since 07/01/2017,"544 PLEASANT STREET PAWTUCKET, RI 02860 (41.863973, -71.383313)",10/01/2018
415064,PAWTUCKET SKILLED NURSING & REHABILITATION,70 GILL AVENUE,PAWTUCKET,RI,02861,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"FISHMAN, STEVEN",NO PERCENTAGE PROVIDED,since 02/02/2015,"70 GILL AVENUE PAWTUCKET, RI 02861 (41.862783, -71.352044)",10/01/2018
415020,GRANDVIEW CENTER,100 CHAMBERS STREET,CUMBERLAND,RI,02864,OPERATIONAL/MANAGERIAL CONTROL,Individual,"DAVIS, KEITH",NOT APPLICABLE,since 03/02/2015,"100 CHAMBERS STREET CUMBERLAND, RI 02864 (41.906946, -71.396704)",10/01/2018
415033,HEATHERWOOD REHABILITATION & HEALTH CARE CENTER,398 BELLEVUE AVENUE,NEWPORT,RI,02840,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"CURTIS, DIANE",NO PERCENTAGE PROVIDED,since 05/01/2014,"398 BELLEVUE AVENUE NEWPORT, RI 02840 (41.477036, -71.307969)",10/01/2018
415061,BRENTWOOD NURSING HOME,4000 POST ROAD,WARWICK,RI,02886,MANAGING EMPLOYEE,Individual,"MCMAHON, MICHAEL",NOT APPLICABLE,since 10/01/2007,"4000 POST ROAD WARWICK, RI 02886 (41.682399, -71.450804)",10/01/2018
415015,APPLE REHAB WATCH HILL,79 WATCH HILL ROAD,WESTERLY,RI,02891,MANAGING EMPLOYEE,Individual,"LYNCH, MARIKATE",NOT APPLICABLE,since 01/01/2015,"79 WATCH HILL ROAD WESTERLY, RI 02891 (41.335055, -71.828527)",10/01/2018
415064,PAWTUCKET SKILLED NURSING & REHABILITATION,70 GILL AVENUE,PAWTUCKET,RI,02861,MANAGING EMPLOYEE,Individual,"NYAN, NICOLE",NOT APPLICABLE,since 04/01/2012,"70 GILL AVENUE PAWTUCKET, RI 02861 (41.862783, -71.352044)",10/01/2018
415099,PINE GROVE HEALTH CENTER,999 SOUTH MAIN STREET,PASCOAG,RI,02859,DIRECTOR,Individual,"RYAN, DAVID",NOT APPLICABLE,since 09/25/2007,"999 SOUTH MAIN STREET PASCOAG, RI 02859 (41.936623, -71.681005)",10/01/2018
415044,FRIENDLY HOME INC THE,303 RHODES AVENUE,WOONSOCKET,RI,02895,DIRECTOR,Individual,"COURNOYER, SHAUN",NOT APPLICABLE,since 07/01/2012,"303 RHODES AVENUE WOONSOCKET, RI 02895 (42.005585, -71.533652)",10/01/2018
415039,HERITAGE HILLS NURSING & REHABILITATION CENTER,80 DOUGLAS PIKE,SMITHFIELD,RI,02917,OFFICER,Individual,"RYAN, DAVID",NOT APPLICABLE,since 06/01/2012,"80 DOUGLAS PIKE SMITHFIELD, RI 02917 (41.876882, -71.471058)",10/01/2018
415020,GRANDVIEW CENTER,100 CHAMBERS STREET,CUMBERLAND,RI,02864,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,FC-GEN OPERATIONS INVESTMENT LLC,NO PERCENTAGE PROVIDED,since 04/01/2011,"100 CHAMBERS STREET CUMBERLAND, RI 02864 (41.906946, -71.396704)",10/01/2018
415062,MORGAN HEALTH CENTER,80 MORGAN AVENUE,JOHNSTON,RI,02919,OFFICER,Individual,"RYAN, DAVID",NOT APPLICABLE,since 11/29/1977,"80 MORGAN AVENUE JOHNSTON, RI 02919 (41.802319, -71.474736)",10/01/2018
415059,ORCHARD VIEW MANOR,135 TRIPPS LANE,EAST PROVIDENCE,RI,02915,MANAGING EMPLOYEE,Individual,"MOSIER, MICHAEL",NOT APPLICABLE,since 09/30/2013,"135 TRIPPS LANE EAST PROVIDENCE, RI 02915 (41.790597, -71.35526)",10/01/2018
415010,SAINT ELIZABETH HOME EAST GREENWICH,1 SAINT ELIZABETH WAY,EAST GREENWICH,RI,02818,MANAGING EMPLOYEE,Individual,"LOISELLE, MARK",NOT APPLICABLE,since 10/27/2014,"1 SAINT ELIZABETH WAY EAST GREENWICH, RI 02818 (41.639386, -71.472683)",10/01/2018
415020,GRANDVIEW CENTER,100 CHAMBERS STREET,CUMBERLAND,RI,02864,OFFICER,Individual,"FISHMAN, STEVEN",NOT APPLICABLE,since 12/31/2011,"100 CHAMBERS STREET CUMBERLAND, RI 02864 (41.906946, -71.396704)",10/01/2018
415063,SCALABRINI VILLA,860 NORTH QUIDESSET ROAD,NORTH KINGSTOWN,RI,02852,DIRECTOR,Individual,"BALEN, MOACIR",NOT APPLICABLE,since 07/01/2014,"860 NORTH QUIDESSET ROAD NORTH KINGSTOWN, RI 02852 (41.639968, -71.42324)",10/01/2018
415062,MORGAN HEALTH CENTER,80 MORGAN AVENUE,JOHNSTON,RI,02919,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"RYAN, DAVID",NO PERCENTAGE PROVIDED,since 11/01/1978,"80 MORGAN AVENUE JOHNSTON, RI 02919 (41.802319, -71.474736)",10/01/2018
415059,ORCHARD VIEW MANOR,135 TRIPPS LANE,EAST PROVIDENCE,RI,02915,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"CHAKALOS-SANTILLI, VALERIE",6%,since 09/30/2013,"135 TRIPPS LANE EAST PROVIDENCE, RI 02915 (41.790597, -71.35526)",10/01/2018
415009,KENT REGENCY CENTER,660 COMMONWEALTH AVENUE,WARWICK,RI,02886,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,ONEX PARTNERS LP,NO PERCENTAGE PROVIDED,since 02/02/2015,"660 COMMONWEALTH AVENUE WARWICK, RI 02886 (41.701592, -71.479562)",10/01/2018
415052,CHARLESGATE NURSING CENTER,100 RANDALL STREET,PROVIDENCE,RI,02904,MANAGING EMPLOYEE,Individual,"YABUT, LAUREN",NOT APPLICABLE,since 08/06/2014,"100 RANDALL STREET PROVIDENCE, RI 02904 (41.838228, -71.409659)",10/01/2018
415078,COVENTRY SKILLED NURSING AND REHABILITATION,10 WOODLAND DRIVE,COVENTRY,RI,02816,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,HCCF MANAGEMENT GROUP XI LLC,NO PERCENTAGE PROVIDED,since 12/01/2012,"10 WOODLAND DRIVE COVENTRY, RI 02816 (41.67249, -71.593272)",10/01/2018
415020,GRANDVIEW CENTER,100 CHAMBERS STREET,CUMBERLAND,RI,02864,OPERATIONAL/MANAGERIAL CONTROL,Individual,"LABATE, WENDY",NOT APPLICABLE,since 12/01/2012,"100 CHAMBERS STREET CUMBERLAND, RI 02864 (41.906946, -71.396704)",10/01/2018
415034,GRAND ISLANDER CENTER,333 GREEN END AVENUE,MIDDLETOWN,RI,02842,OPERATIONAL/MANAGERIAL CONTROL,Individual,"LABATE, WENDY",NOT APPLICABLE,since 12/01/2012,"333 GREEN END AVENUE MIDDLETOWN, RI 02842 (41.506576, -71.28664)",10/01/2018
415020,GRANDVIEW CENTER,100 CHAMBERS STREET,CUMBERLAND,RI,02864,OPERATIONAL/MANAGERIAL CONTROL,Individual,"BERG, MICHAEL",NOT APPLICABLE,since 12/01/2012,"100 CHAMBERS STREET CUMBERLAND, RI 02864 (41.906946, -71.396704)",10/01/2018
415054,SOUTH KINGSTOWN NURSING AND REHAB CTR,"2115 SOUTH COUNTY TRAIL, PO BOX 307",WEST KINGSTON,RI,02892,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"RYAN, SALLY",NO PERCENTAGE PROVIDED,since 01/27/2000,"2115 SOUTH COUNTY TRAIL WEST KINGSTON, RI 02892 (41.50255, -71.561723)",10/01/2018
415068,WARREN SKILLED NURSING AND REHABILITATION,642 METACOM AVENUE,WARREN,RI,02885,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"WHITMAN, ARNOLD",NO PERCENTAGE PROVIDED,since 01/01/2012,"642 METACOM AVENUE WARREN, RI 02885 (41.715811, -71.26814)",10/01/2018
415120,APPLE REHAB CLIPPER,161 POST ROAD,WESTERLY,RI,02891,MANAGING EMPLOYEE,Individual,"KENAHAN, CAROL",NOT APPLICABLE,since 01/01/2015,"161 POST ROAD WESTERLY, RI 02891 (41.350772, -71.782365)",10/01/2018
415038,BANNISTER CTR FOR REHABILITATION AND HEALTH CARE,135 DODGE STREET,PROVIDENCE,RI,02907,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"ROZENBERG, KENNETH",5%,since 02/09/2016,"135 DODGE STREET PROVIDENCE, RI 02907 (41.81389, -71.424984)",10/01/2018
415075,HOLIDAY RETIREMENT HOME INC,30 SAYLES HILL ROAD,MANVILLE,RI,02838,DIRECTOR,Individual,"ROY, DONALD",NOT APPLICABLE,since 11/30/1983,"30 SAYLES HILL ROAD MANVILLE, RI 02838 (41.966404, -71.481479)",10/01/2018
415020,GRANDVIEW CENTER,100 CHAMBERS STREET,CUMBERLAND,RI,02864,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,"GEN OPERATIONS II, LLC",NO PERCENTAGE PROVIDED,since 04/01/2011,"100 CHAMBERS STREET CUMBERLAND, RI 02864 (41.906946, -71.396704)",10/01/2018
415064,PAWTUCKET SKILLED NURSING & REHABILITATION,70 GILL AVENUE,PAWTUCKET,RI,02861,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"GEN OPERATIONS I, LLC",NO PERCENTAGE PROVIDED,since 02/02/2015,"70 GILL AVENUE PAWTUCKET, RI 02861 (41.862783, -71.352044)",10/01/2018
415064,PAWTUCKET SKILLED NURSING & REHABILITATION,70 GILL AVENUE,PAWTUCKET,RI,02861,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,GENESIS OMG OPERATIONS LLC,NO PERCENTAGE PROVIDED,since 12/01/2012,"70 GILL AVENUE PAWTUCKET, RI 02861 (41.862783, -71.352044)",10/01/2018
415044,FRIENDLY HOME INC THE,303 RHODES AVENUE,WOONSOCKET,RI,02895,DIRECTOR,Individual,"ROTELLA, ANGELO",NOT APPLICABLE,since 08/01/1983,"303 RHODES AVENUE WOONSOCKET, RI 02895 (42.005585, -71.533652)",10/01/2018
415020,GRANDVIEW CENTER,100 CHAMBERS STREET,CUMBERLAND,RI,02864,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,ONEX PARTNERS LP,NO PERCENTAGE PROVIDED,since 02/02/2015,"100 CHAMBERS STREET CUMBERLAND, RI 02864 (41.906946, -71.396704)",10/01/2018
415104,ROBERTS HEALTH CENTRE INC,25 ROBERTS WAY,NORTH KINGSTOWN,RI,02852,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"CATALLOZZI, RICHARD",100%,since 01/23/2008,"25 ROBERTS WAY NORTH KINGSTOWN, RI 02852 (41.579963, -71.493345)",10/01/2018
415056,EVERGREEN HOUSE HEALTH CENTER,1 EVERGREEN DRIVE,EAST PROVIDENCE,RI,02914,OFFICER,Individual,"CROOKS, JOANNA",NOT APPLICABLE,since 08/19/2009,"1 EVERGREEN DRIVE EAST PROVIDENCE, RI 02914 (41.807101, -71.34483)",10/01/2018
415024,HALLWORTH HOUSE,66 BENEFIT STREET,PROVIDENCE,RI,02904,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,EPISCOPAL DIOCESE OF RHODE ISLAND,NO PERCENTAGE PROVIDED,since 11/30/2007,"66 BENEFIT STREET PROVIDENCE, RI 02904 (41.831856, -71.409359)",10/01/2018
415009,KENT REGENCY CENTER,660 COMMONWEALTH AVENUE,WARWICK,RI,02886,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,"GEN OPERATIONS II, LLC",NO PERCENTAGE PROVIDED,since 04/01/2011,"660 COMMONWEALTH AVENUE WARWICK, RI 02886 (41.701592, -71.479562)",10/01/2018
415056,EVERGREEN HOUSE HEALTH CENTER,1 EVERGREEN DRIVE,EAST PROVIDENCE,RI,02914,OFFICER,Individual,"THURMOND, JOAN",NOT APPLICABLE,since 09/21/2000,"1 EVERGREEN DRIVE EAST PROVIDENCE, RI 02914 (41.807101, -71.34483)",10/01/2018
415068,WARREN SKILLED NURSING AND REHABILITATION,642 METACOM AVENUE,WARREN,RI,02885,OFFICER,Individual,"YOUNG, STEPHEN",NOT APPLICABLE,since 12/01/2012,"642 METACOM AVENUE WARREN, RI 02885 (41.715811, -71.26814)",10/01/2018
415083,EASTGATE NURSING & REHABILITATION CENTER,198 WATERMAN AVENUE,EAST PROVIDENCE,RI,02914,OPERATIONAL/MANAGERIAL CONTROL,Organization,HEALTH CONCEPTS LTD,NOT APPLICABLE,since 09/01/2012,"198 WATERMAN AVENUE EAST PROVIDENCE, RI 02914 (41.822023, -71.371287)",10/01/2018
415039,HERITAGE HILLS NURSING & REHABILITATION CENTER,80 DOUGLAS PIKE,SMITHFIELD,RI,02917,OFFICER,Individual,"CARRAGHER, TERRY",NOT APPLICABLE,since 06/01/2012,"80 DOUGLAS PIKE SMITHFIELD, RI 02917 (41.876882, -71.471058)",10/01/2018
415040,ROYAL MIDDLETOWN NURSING CENTER,193 FOREST AVENUE,MIDDLETOWN,RI,02842,OPERATIONAL/MANAGERIAL CONTROL,Individual,"MAMARY, JAMES",NOT APPLICABLE,since 08/19/2016,"193 FOREST AVENUE MIDDLETOWN, RI 02842 (41.528017, -71.28822)",10/01/2018
415052,CHARLESGATE NURSING CENTER,100 RANDALL STREET,PROVIDENCE,RI,02904,DIRECTOR,Individual,"GERSHKOFF, ROBERT",NOT APPLICABLE,since 09/09/1977,"100 RANDALL STREET PROVIDENCE, RI 02904 (41.838228, -71.409659)",10/01/2018
415071,SOUTH COUNTY NURSING AND REHABILITATION CENTER,740 OAK HILL ROAD,NORTH KINGSTOWN,RI,02852,OFFICER,Individual,"LABATE, WENDY",NOT APPLICABLE,since 12/01/2015,"740 OAK HILL ROAD NORTH KINGSTOWN, RI 02852 (41.560762, -71.488019)",10/01/2018
415042,WATERVIEW VILLA REHABILITATION AND HEALTH CARE CEN,1275 SOUTH BROADWAY,EAST PROVIDENCE,RI,02914,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"MOSIER, MICHAEL",6%,since 09/01/2011,"1275 SOUTH BROADWAY EAST PROVIDENCE, RI 02914 (41.806739, -71.372727)",10/01/2018
415012,BRIARCLIFFE MANOR,49 OLD POCASSET ROAD,JOHNSTON,RI,02919,OFFICER,Individual,"TALWAR, AKSHAY",NOT APPLICABLE,since 01/01/1994,"49 OLD POCASSET ROAD JOHNSTON, RI 02919 (41.815987, -71.514682)",10/01/2018
415009,KENT REGENCY CENTER,660 COMMONWEALTH AVENUE,WARWICK,RI,02886,OFFICER,Individual,"WHITMAN, ARNOLD",NOT APPLICABLE,since 12/31/2011,"660 COMMONWEALTH AVENUE WARWICK, RI 02886 (41.701592, -71.479562)",10/01/2018
415087,GREENVILLE SKILLED NURSING AND REHABILITATION,735 PUTNAM PIKE,GREENVILLE,RI,02828,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,SENIOR CARE GENESIS LLC,NO PERCENTAGE PROVIDED,since 01/01/2012,"735 PUTNAM PIKE GREENVILLE, RI 02828 (41.879607, -71.576368)",10/01/2018
415064,PAWTUCKET SKILLED NURSING & REHABILITATION,70 GILL AVENUE,PAWTUCKET,RI,02861,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"SUN HEALTHCARE GROUP, INC.",NO PERCENTAGE PROVIDED,since 02/02/2015,"70 GILL AVENUE PAWTUCKET, RI 02861 (41.862783, -71.352044)",10/01/2018
415045,OVERLOOK NURSING AND REHABILITATION CENTER,14 ROCK AVENUE,PASCOAG,RI,02859,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"BRISETTE, KRISTEN",15%,since 12/03/1997,"14 ROCK AVENUE PASCOAG, RI 02859 (41.955041, -71.706332)",10/01/2018
415113,TOCKWOTTON ON THE WATERFRONT,500 WATERFRONT DRIVE,EAST PROVIDENCE,RI,02914,DIRECTOR,Individual,"HAZELTINE, MARY",NOT APPLICABLE,since 05/13/2008,"500 WATERFRONT DRIVE EAST PROVIDENCE, RI 02914 (41.815275, -71.389054)",10/01/2018
415034,GRAND ISLANDER CENTER,333 GREEN END AVENUE,MIDDLETOWN,RI,02842,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,"GEN OPERATIONS I, LLC",NO PERCENTAGE PROVIDED,since 04/01/2011,"333 GREEN END AVENUE MIDDLETOWN, RI 02842 (41.506576, -71.28664)",10/01/2018
415059,ORCHARD VIEW MANOR,135 TRIPPS LANE,EAST PROVIDENCE,RI,02915,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"MOSIER, MICHAEL",7%,since 09/30/2013,"135 TRIPPS LANE EAST PROVIDENCE, RI 02915 (41.790597, -71.35526)",10/01/2018
415045,OVERLOOK NURSING AND REHABILITATION CENTER,14 ROCK AVENUE,PASCOAG,RI,02859,DIRECTOR,Individual,"KENOIAN, LILLIAN",NOT APPLICABLE,since 12/23/1998,"14 ROCK AVENUE PASCOAG, RI 02859 (41.955041, -71.706332)",10/01/2018
415068,WARREN SKILLED NURSING AND REHABILITATION,642 METACOM AVENUE,WARREN,RI,02885,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,GENESIS OMG OPERATIONS LLC,NO PERCENTAGE PROVIDED,since 01/01/2012,"642 METACOM AVENUE WARREN, RI 02885 (41.715811, -71.26814)",10/01/2018
415009,KENT REGENCY CENTER,660 COMMONWEALTH AVENUE,WARWICK,RI,02886,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,FC-GEN OPERATIONS INVESTMENT LLC,NO PERCENTAGE PROVIDED,since 04/01/2011,"660 COMMONWEALTH AVENUE WARWICK, RI 02886 (41.701592, -71.479562)",10/01/2018
415036,PARK VIEW CTR FOR REHABILITATION AND HEALTH CARE,31 PARADE STREET,PROVIDENCE,RI,02909,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"ROZENBERG, BETH",5%,since 05/16/2016,"31 PARADE STREET PROVIDENCE, RI 02909 (41.815148, -71.432538)",10/01/2018
415041,WOONSOCKET HEALTH CENTRE,262 POPLAR STREET,WOONSOCKET,RI,02895,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"PEZZELLI, NORMA",100%,since 09/01/1975,"262 POPLAR STREET WOONSOCKET, RI 02895 (42.008072, -71.48806)",10/01/2018
415086,BROOKDALE SMITHFIELD,171 PLEASANT VIEW AVENUE,SMITHFIELD,RI,02917,OPERATIONAL/MANAGERIAL CONTROL,Individual,"HERMANN, EDWARD",NOT APPLICABLE,since 10/27/2014,"171 PLEASANT VIEW AVENUE SMITHFIELD, RI 02917 (41.893242, -71.541858)",10/01/2018
415034,GRAND ISLANDER CENTER,333 GREEN END AVENUE,MIDDLETOWN,RI,02842,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,SENIOR CARE GENESIS LLC,NO PERCENTAGE PROVIDED,since 04/01/2011,"333 GREEN END AVENUE MIDDLETOWN, RI 02842 (41.506576, -71.28664)",10/01/2018
415041,WOONSOCKET HEALTH CENTRE,262 POPLAR STREET,WOONSOCKET,RI,02895,MANAGING EMPLOYEE,Individual,"BROOKS, ROBBIN",NOT APPLICABLE,since 01/01/2007,"262 POPLAR STREET WOONSOCKET, RI 02895 (42.008072, -71.48806)",10/01/2018
415040,ROYAL MIDDLETOWN NURSING CENTER,193 FOREST AVENUE,MIDDLETOWN,RI,02842,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"MAMARY, JAMES",50%,since 01/14/2016,"193 FOREST AVENUE MIDDLETOWN, RI 02842 (41.528017, -71.28822)",10/01/2018
415064,PAWTUCKET SKILLED NURSING & REHABILITATION,70 GILL AVENUE,PAWTUCKET,RI,02861,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,70 GILL AVENUE OPERATIONS LLC,100%,since 06/13/2008,"70 GILL AVENUE PAWTUCKET, RI 02861 (41.862783, -71.352044)",10/01/2018
415024,HALLWORTH HOUSE,66 BENEFIT STREET,PROVIDENCE,RI,02904,DIRECTOR,Individual,"TERRY, DAVID",NOT APPLICABLE,since 12/14/2007,"66 BENEFIT STREET PROVIDENCE, RI 02904 (41.831856, -71.409359)",10/01/2018
415051,SCANDINAVIAN HOME INC,1811 BROAD STREET,CRANSTON,RI,02905,OFFICER,Individual,"WOULFE, JOHN",NOT APPLICABLE,since 01/01/2014,"1811 BROAD STREET CRANSTON, RI 02905 (41.776444, -71.399576)",10/01/2018
415068,WARREN SKILLED NURSING AND REHABILITATION,642 METACOM AVENUE,WARREN,RI,02885,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,GENESIS HEALTHCARE LLC,NO PERCENTAGE PROVIDED,since 01/01/2012,"642 METACOM AVENUE WARREN, RI 02885 (41.715811, -71.26814)",10/01/2018
415068,WARREN SKILLED NURSING AND REHABILITATION,642 METACOM AVENUE,WARREN,RI,02885,OFFICER,Individual,"BERTHA, DAVID",NOT APPLICABLE,since 12/01/2012,"642 METACOM AVENUE WARREN, RI 02885 (41.715811, -71.26814)",10/01/2018
